id;gender;age;height;education
2839;F;21;1.51;None
2840;M;45;2;PhD
2841;F;29;1.86;PhD
2842;F;66;1.49;Bachelor's
2843;F;62;2;High School
2844;F;64;1.81;Bachelor's
2845;F;21;1.72;Bachelor's
2846;F;22;1.64;High School
2847;F;45;1.74;High School
2848;M;61;1.77;High School
2849;F;64;1.88;Bachelor's
2850;F;51;1.56;None
2851;M;27;1.72;None
2852;F;41;1.83;High School
2853;M;43;1.69;PhD
2854;F;34;1.62;Bachelor's
2855;M;18;1.99;PhD
2856;F;38;1.98;Elementary
2857;M;24;1.72;High School
2858;F;33;1.69;None
2859;F;70;1.75;High School
2860;F;27;1.93;Elementary
2861;M;76;1.88;High School
2862;M;48;1.99;PhD
2863;F;37;1.85;None
2864;F;40;2.01;Elementary
2865;F;66;1.66;Bachelor's
2866;M;30;1.96;Elementary
2867;M;56;1.47;High School
2868;F;30;1.99;Master's
2869;M;74;1.62;PhD
2870;M;33;1.76;Elementary
2871;F;44;1.88;PhD
2872;F;22;1.86;None
2873;M;45;1.48;Bachelor's
2874;M;62;1.64;High School
2875;M;60;1.8;Master's
2876;M;42;1.66;Bachelor's
2877;M;51;1.68;Master's
2878;F;46;1.96;Bachelor's
2879;M;35;1.72;Elementary
2880;F;23;1.48;High School
2881;M;45;1.47;None
2882;F;52;1.75;Bachelor's
2883;F;33;1.81;Master's
2884;F;39;1.74;Elementary
2885;F;53;1.55;None
2886;M;34;1.67;Master's
2887;F;31;1.65;PhD
2888;M;20;1.93;Elementary
2889;F;61;1.99;Elementary
2890;M;36;1.62;None
2891;F;47;1.93;Elementary
2892;M;37;1.98;Master's
2893;M;65;1.7;Elementary
2894;F;55;1.97;High School
2895;F;44;1.58;Bachelor's
2896;F;72;1.51;Elementary
2897;M;39;2.01;Elementary
2898;F;20;1.77;High School
2899;M;25;1.47;PhD
2900;M;53;1.76;High School
2901;F;52;1.95;PhD
2902;F;48;1.52;Master's
2903;M;25;1.92;Master's
2904;F;48;1.94;PhD
2905;M;48;1.57;Bachelor's
2906;F;52;1.7;Master's
2907;F;43;1.72;PhD
2908;M;55;1.92;None
2909;M;66;2;High School
2910;M;52;1.54;Elementary
2911;F;26;1.99;Elementary
2912;M;21;1.84;Bachelor's
2913;M;74;1.84;Master's
2914;M;31;1.73;PhD
2915;M;37;1.78;High School
2916;F;67;1.53;High School
2917;M;59;1.88;Elementary
2918;M;25;1.56;Master's
2919;M;24;1.94;Master's
2920;F;43;1.52;High School
2921;M;28;1.69;High School
2922;F;71;1.96;None
2923;M;19;1.76;PhD
2924;M;75;1.62;PhD
2925;M;38;1.88;Elementary
2926;M;31;1.74;Bachelor's
2927;M;53;1.73;Elementary
2928;F;50;1.81;Bachelor's
2929;M;72;1.5;None
2930;F;34;1.69;None
2931;F;62;1.9;PhD
2932;M;38;1.79;High School
2933;F;51;1.98;None
2934;F;52;1.53;Bachelor's
2935;F;59;1.52;High School
2936;F;52;1.9;Master's
2937;M;48;1.67;Elementary
2938;M;28;1.79;PhD
2939;F;20;1.94;Bachelor's
2940;M;42;1.87;Master's
2941;F;25;1.9;Master's
2942;F;67;1.76;High School
2943;F;56;1.58;None
2944;F;68;1.55;PhD
2945;M;71;1.58;Bachelor's
2946;M;33;1.77;Elementary
2947;F;26;1.67;Elementary
2948;M;48;1.72;None
2949;M;23;1.46;PhD
2950;M;52;1.47;Bachelor's
2951;M;37;1.52;None
2952;M;43;1.74;Bachelor's
2953;F;74;1.65;Elementary
2954;M;71;1.55;None
2955;M;64;1.67;High School
2956;F;19;1.9;PhD
2957;F;20;1.54;None
2958;F;71;1.61;None
2959;F;67;1.71;Master's
2960;M;40;1.81;Elementary
2961;F;73;1.68;PhD
2962;F;42;1.75;Bachelor's
2963;M;62;1.63;Elementary
2964;M;69;1.63;Bachelor's
2965;F;62;1.66;Bachelor's
2966;M;64;1.52;PhD
2967;M;43;1.68;Elementary
2968;M;64;1.78;Bachelor's
2969;M;75;1.56;Elementary
2970;M;72;1.56;Master's
2971;F;49;1.49;Master's
2972;M;33;1.92;Bachelor's
2973;F;37;1.56;None
2974;M;58;1.66;Master's
2975;M;26;1.88;Elementary
2976;M;20;1.97;Elementary
2977;M;70;1.79;Bachelor's
2978;F;59;1.82;Bachelor's
2979;F;58;1.6;PhD
2980;F;53;1.96;Elementary
2981;F;37;1.87;High School
2982;M;40;2.01;High School
2983;F;61;1.7;Elementary
2984;M;43;1.53;None
2985;M;29;1.71;Bachelor's
2986;F;24;1.53;Master's
2987;F;43;1.59;High School
2988;M;42;1.54;PhD
2989;F;51;1.86;PhD
2990;F;67;1.66;High School
2991;F;51;1.91;Bachelor's
2992;F;60;1.57;High School
2993;M;21;1.89;Master's
2994;M;51;1.49;High School
2995;F;27;1.72;None
2996;M;40;1.62;PhD
2997;M;51;1.7;High School
2998;F;52;1.92;PhD
2999;M;55;1.65;High School
3000;M;76;1.66;Elementary
3001;M;30;1.72;Elementary
3002;F;72;1.58;High School
3003;M;47;1.66;Elementary
3004;M;33;2;None
3005;F;41;1.98;Master's
3006;F;53;1.94;PhD
3007;M;24;1.53;Master's
3008;F;34;1.85;Bachelor's
3009;M;48;1.94;Elementary
3010;F;39;1.81;Elementary
3011;F;49;1.6;None
3012;F;24;1.6;Bachelor's
3013;F;68;1.68;PhD
3014;F;48;1.97;PhD
3015;F;53;1.54;None
3016;M;29;1.94;Master's
3017;F;37;1.97;Master's
3018;F;45;1.54;Master's
3019;M;67;1.52;Bachelor's
3020;M;48;1.79;PhD
3021;F;32;1.89;Bachelor's
3022;F;22;1.61;High School
3023;F;56;1.58;Bachelor's
3024;M;58;1.93;Master's
3025;M;52;1.51;None
3026;F;69;1.69;None
3027;F;23;1.91;High School
3028;M;56;1.58;None
3029;F;26;1.76;PhD
3030;M;33;1.48;Bachelor's
3031;F;64;1.94;Elementary
3032;M;40;1.68;Bachelor's
3033;F;21;1.5;High School
3034;M;36;1.6;None
3035;M;51;1.67;PhD
3036;F;41;1.64;Bachelor's
3037;M;55;1.54;Bachelor's
3038;M;31;1.54;Master's
3039;F;50;1.85;High School
3040;F;52;1.59;Elementary
3041;F;65;1.77;High School
3042;M;35;1.7;Master's
3043;M;68;1.7;High School
3044;M;44;1.64;PhD
3045;F;26;1.78;High School
3046;F;38;1.87;Elementary
3047;M;38;1.72;PhD
3048;M;35;2;High School
3049;F;35;1.92;Bachelor's
3050;F;51;1.56;PhD
3051;F;51;1.9;Master's
3052;F;43;1.54;Master's
3053;F;56;2.01;PhD
3054;F;23;1.71;None
3055;M;68;1.53;None
3056;M;26;2;Bachelor's
3057;F;58;2.01;PhD
3058;F;39;1.53;None
3059;M;38;1.46;High School
3060;F;46;1.46;Bachelor's
3061;F;49;1.89;Elementary
3062;F;43;1.6;Bachelor's
3063;F;70;1.65;None
3064;M;31;1.72;High School
3065;M;70;1.92;None
3066;F;25;1.76;Elementary
3067;F;75;1.81;Bachelor's
3068;M;40;1.58;High School
3069;F;21;1.65;Master's
3070;M;46;1.46;None
3071;F;47;1.73;Bachelor's
3072;M;68;1.74;Elementary
3073;M;44;1.81;PhD
3074;F;64;1.83;Master's
3075;M;33;1.82;Elementary
3076;M;29;1.66;High School
3077;M;64;1.67;PhD
3078;F;64;1.87;PhD
3079;M;54;1.77;Elementary
3080;M;68;1.6;None
3081;M;65;1.6;Elementary
3082;F;43;1.54;Bachelor's
3083;M;61;1.52;Elementary
3084;M;31;1.94;Master's
3085;F;61;1.78;Bachelor's
3086;F;40;1.57;Master's
3087;F;61;1.77;Bachelor's
3088;F;41;1.61;Elementary
3089;F;21;1.7;Bachelor's
3090;F;74;1.69;PhD
3091;M;49;1.98;PhD
3092;F;48;1.76;PhD
3093;F;62;1.59;Elementary
3094;F;20;1.52;PhD
3095;M;20;1.5;Bachelor's
3096;M;18;1.79;Elementary
3097;M;37;1.93;Bachelor's
3098;F;29;1.86;Master's
3099;F;18;1.47;PhD
3100;F;45;1.53;Master's
3101;M;23;1.5;High School
3102;M;43;1.57;Master's
3103;F;54;1.52;None
3104;F;32;1.69;PhD
3105;M;20;1.47;Bachelor's
3106;M;49;1.81;PhD
3107;M;40;1.52;High School
3108;M;64;1.7;None
3109;F;54;1.58;Bachelor's
3110;F;55;1.55;Elementary
3111;M;67;1.5;High School
3112;M;27;1.97;None
3113;M;58;1.57;PhD
3114;F;76;2.01;Bachelor's
3115;F;70;1.48;High School
3116;M;44;1.57;Bachelor's
3117;F;24;1.5;Bachelor's
3118;M;75;1.79;Master's
3119;F;32;1.93;Master's
3120;M;33;1.86;Elementary
3121;F;30;1.62;None
3122;M;71;1.56;Elementary
3123;F;34;1.53;Master's
3124;M;35;1.85;None
3125;F;52;1.7;Master's
3126;M;69;1.51;Bachelor's
3127;F;43;1.98;Elementary
3128;M;38;2.01;High School
3129;F;49;1.9;PhD
3130;M;22;1.62;Elementary
3131;M;50;1.86;Master's
3132;M;62;1.56;Bachelor's
3133;F;64;1.8;High School
3134;F;42;1.72;None
3135;M;31;1.99;Master's
3136;F;36;1.71;None
3137;F;24;1.84;None
3138;F;25;1.86;Bachelor's
3139;F;23;1.72;Bachelor's
3140;F;52;1.99;Elementary
3141;M;30;1.57;High School
3142;F;36;1.56;PhD
3143;F;24;1.73;High School
3144;M;61;1.83;Master's
3145;M;53;1.48;PhD
3146;F;76;1.55;High School
3147;F;35;1.75;PhD
3148;F;56;1.5;PhD
3149;F;43;1.79;Bachelor's
3150;M;75;1.77;None
3151;F;68;1.78;Elementary
3152;F;68;1.49;High School
3153;F;58;1.76;PhD
3154;M;61;1.86;None
3155;F;67;1.7;High School
3156;M;30;1.75;Elementary
3157;F;67;1.83;Bachelor's
3158;M;46;1.82;High School
3159;M;59;1.79;None
3160;M;52;1.84;PhD
3161;F;44;1.81;None
3162;M;50;1.86;High School
3163;F;41;1.89;Elementary
3164;M;75;1.84;None
3165;M;25;1.67;PhD
3166;M;36;1.52;None
3167;M;63;2.01;Bachelor's
3168;M;62;1.93;High School
3169;M;28;1.81;PhD
3170;F;40;1.66;Bachelor's
3171;M;52;1.87;None
3172;F;69;1.62;None
3173;F;34;1.73;PhD
3174;M;50;1.74;High School
3175;F;29;1.75;High School
3176;M;65;1.61;Bachelor's
3177;M;69;1.51;None
3178;M;36;1.58;PhD
3179;F;51;2;PhD
3180;M;68;1.75;PhD
3181;F;50;1.92;PhD
3182;M;48;1.49;High School
3183;M;48;1.7;High School
3184;M;20;1.87;Master's
3185;M;38;1.93;High School
3186;F;61;1.55;High School
3187;M;30;1.92;PhD
3188;F;31;1.63;Bachelor's
3189;M;74;1.57;Elementary
3190;F;41;1.76;High School
3191;F;51;1.66;Bachelor's
3192;F;49;1.51;None
3193;M;38;1.85;Elementary
3194;F;19;1.5;PhD
3195;F;70;1.77;Bachelor's
3196;M;64;1.69;High School
3197;F;63;1.52;Master's
3198;F;26;1.85;Master's
3199;F;58;1.95;PhD
3200;F;69;1.65;High School
3201;F;33;1.6;Master's
3202;F;44;1.9;High School
3203;M;51;1.94;Master's
3204;M;31;1.73;PhD
3205;M;67;1.82;Master's
3206;F;33;1.51;Master's
3207;F;75;1.55;None
3208;M;42;1.97;High School
3209;M;32;1.46;Elementary
3210;M;44;1.9;High School
3211;F;58;1.5;None
3212;F;74;1.68;Master's
3213;F;74;1.62;PhD
3214;M;26;1.76;Elementary
3215;F;70;1.84;PhD
3216;M;75;1.53;High School
3217;M;27;1.95;None
3218;F;22;1.91;Elementary
3219;F;58;1.57;Master's
3220;M;76;1.5;Bachelor's
3221;F;23;1.93;None
3222;M;54;1.87;Elementary
3223;M;44;1.96;Elementary
3224;M;49;2.01;High School
3225;M;63;1.71;Master's
3226;M;48;1.55;Bachelor's
3227;M;57;1.54;Elementary
3228;F;51;1.9;Elementary
3229;M;27;1.46;Master's
3230;F;39;1.82;Bachelor's
3231;F;50;1.84;PhD
3232;M;68;1.98;PhD
3233;M;20;1.68;Bachelor's
3234;F;32;1.66;Elementary
3235;M;55;1.74;High School
3236;M;44;1.64;Master's
3237;M;48;2.01;PhD
3238;F;43;1.87;Master's
3239;F;24;1.95;High School
3240;F;19;1.91;Elementary
3241;M;23;1.92;High School
3242;M;27;1.52;PhD
3243;F;19;1.53;None
3244;F;28;2.01;Elementary
3245;M;29;1.67;High School
3246;M;33;1.48;High School
3247;M;46;1.64;Elementary
3248;F;28;1.48;PhD
3249;F;47;1.8;Bachelor's
3250;M;56;1.73;None
3251;M;74;1.48;None
3252;M;70;1.59;Master's
3253;M;19;1.93;Bachelor's
3254;M;68;1.95;None
3255;M;75;1.91;None
3256;F;67;1.84;None
3257;M;23;1.97;Bachelor's
3258;M;31;1.86;Elementary
3259;M;29;1.66;None
3260;M;24;1.9;None
3261;F;58;1.48;Master's
3262;M;72;1.84;High School
3263;F;28;1.76;Master's
3264;M;55;1.61;High School
3265;M;37;1.7;PhD
3266;F;71;1.84;PhD
3267;M;33;1.66;PhD
3268;F;26;1.98;PhD
3269;F;19;1.47;PhD
3270;M;66;1.54;Bachelor's
3271;F;51;1.87;Master's
3272;F;21;1.99;Master's
3273;F;53;1.99;Elementary
3274;F;68;1.67;PhD
3275;M;47;1.57;Bachelor's
3276;M;58;1.9;PhD
3277;M;57;1.98;Bachelor's
3278;M;74;1.86;PhD
3279;F;33;1.46;PhD
3280;F;21;1.85;Bachelor's
3281;M;59;2.01;High School
3282;M;35;1.73;High School
3283;F;56;1.57;PhD
3284;M;52;1.63;PhD
3285;F;43;1.83;Master's
3286;F;48;1.5;High School
3287;F;41;1.51;PhD
3288;M;19;1.84;High School
3289;F;58;1.72;Elementary
3290;M;37;1.48;PhD
3291;F;18;1.93;Elementary
3292;F;46;1.77;Elementary
3293;F;31;1.93;PhD
3294;M;56;1.7;High School
3295;F;46;1.71;High School
3296;F;29;1.47;PhD
3297;F;65;1.99;High School
3298;M;38;1.86;Elementary
3299;F;59;1.83;Master's
3300;M;52;1.46;High School
3301;F;61;1.64;Elementary
3302;F;18;1.76;Elementary
3303;F;73;1.9;Master's
3304;F;57;1.6;High School
3305;F;60;1.56;None
3306;M;58;1.73;PhD
3307;M;50;1.68;Bachelor's
3308;M;70;1.63;Bachelor's
3309;M;31;2;Master's
3310;F;19;1.77;High School
3311;F;59;1.74;Master's
3312;F;44;1.58;None
3313;F;51;1.58;PhD
3314;F;74;1.9;None
3315;F;67;1.96;Bachelor's
3316;M;22;1.94;PhD
3317;M;36;1.48;PhD
3318;M;19;1.72;Elementary
3319;M;46;1.98;PhD
3320;F;66;1.69;PhD
3321;M;53;1.58;Master's
3322;M;56;1.62;Bachelor's
3323;M;71;1.7;Bachelor's
3324;M;72;1.56;PhD
3325;M;24;1.5;None
3326;M;73;1.86;Bachelor's
3327;F;59;1.59;Elementary
3328;M;58;1.93;Bachelor's
3329;M;54;1.52;Elementary
3330;F;54;1.63;Elementary
3331;F;50;1.92;None
3332;F;57;1.9;None
3333;M;54;1.97;Bachelor's
3334;M;74;1.48;PhD
3335;F;65;1.53;PhD
3336;F;75;1.52;Bachelor's
3337;M;44;1.99;Elementary
3338;F;44;1.97;High School
3339;M;68;1.53;Bachelor's
3340;F;62;1.87;Master's
3341;M;48;1.5;PhD
3342;M;31;1.51;PhD
3343;F;23;1.58;PhD
3344;F;46;1.91;PhD
3345;F;62;2;Master's
3346;M;23;1.49;High School
3347;M;21;1.95;Master's
3348;F;47;1.51;High School
3349;M;70;1.48;Elementary
3350;M;42;1.94;Master's
3351;M;75;1.91;Master's
3352;M;32;1.58;High School
3353;M;37;1.97;High School
3354;M;27;1.6;PhD
3355;F;53;1.76;Master's
3356;F;51;1.91;Bachelor's
3357;M;62;1.94;Master's
3358;M;56;2;PhD
3359;F;45;1.75;PhD
3360;F;23;1.68;Bachelor's
3361;F;40;1.7;High School
3362;M;51;1.73;PhD
3363;M;60;1.94;Master's
3364;M;52;1.51;High School
3365;M;29;1.47;High School
3366;F;30;1.71;Elementary
3367;M;51;1.51;PhD
3368;F;39;1.47;PhD
3369;M;36;2;Elementary
3370;M;23;1.85;Master's
3371;F;37;1.81;Elementary
3372;M;40;1.99;None
3373;M;55;1.76;Bachelor's
3374;F;71;1.78;None
3375;M;33;1.76;Elementary
3376;F;49;1.5;None
3377;F;72;1.57;PhD
3378;M;32;1.65;Master's
3379;M;76;1.82;Elementary
3380;M;55;1.79;Bachelor's
3381;F;32;1.95;Elementary
3382;F;54;1.93;None
3383;F;29;1.51;PhD
3384;M;22;1.65;Bachelor's
3385;M;69;1.81;PhD
3386;M;54;1.72;High School
3387;M;32;1.72;Bachelor's
3388;M;53;1.99;Master's
3389;M;54;1.99;None
3390;M;69;1.79;Master's
3391;M;47;1.9;PhD
3392;F;20;1.47;High School
3393;M;59;1.46;None
3394;M;53;1.59;Elementary
3395;F;74;1.77;High School
3396;F;63;1.95;PhD
3397;F;42;1.47;High School
3398;F;42;1.64;Master's
3399;F;19;1.7;Bachelor's
3400;F;29;2;Master's
3401;M;21;1.55;None
3402;M;53;1.56;Bachelor's
3403;M;74;1.72;PhD
3404;F;43;1.48;None
3405;F;48;1.71;Elementary
3406;M;47;1.63;Bachelor's
3407;F;37;1.91;None
3408;F;72;1.92;Bachelor's
3409;F;24;1.7;Master's
3410;M;29;1.86;Elementary
3411;F;27;1.5;Bachelor's
3412;M;31;1.7;Bachelor's
3413;F;48;1.91;Master's
3414;M;71;1.88;None
3415;M;30;1.93;Master's
3416;M;72;1.53;Bachelor's
3417;F;55;1.59;High School
3418;F;39;1.88;None
3419;M;62;1.73;Master's
3420;F;45;1.57;PhD
3421;M;23;1.59;Bachelor's
3422;F;68;1.54;Bachelor's
3423;M;74;1.52;PhD
3424;F;63;1.83;Elementary
3425;M;41;1.6;High School
3426;F;76;1.56;PhD
3427;F;33;1.49;Elementary
3428;F;37;1.69;Elementary
3429;F;52;1.65;Bachelor's
3430;F;74;1.8;High School
3431;M;20;1.51;High School
3432;M;64;1.97;PhD
3433;M;36;1.89;High School
3434;M;69;1.57;Bachelor's
3435;F;52;1.62;Bachelor's
3436;M;72;1.79;Bachelor's
3437;M;48;1.74;High School
3438;M;40;1.54;Master's
3439;F;31;1.93;Elementary
3440;M;65;1.8;PhD
3441;M;57;1.92;Master's
3442;F;47;2.01;Bachelor's
3443;F;59;1.86;High School
3444;F;61;1.81;Master's
3445;F;39;1.88;Bachelor's
3446;F;28;1.84;Master's
3447;M;35;1.68;High School
3448;M;68;1.76;None
3449;F;36;1.93;None
3450;M;40;1.76;Elementary
3451;F;76;1.89;Elementary
3452;F;19;1.98;PhD
3453;M;63;1.87;Bachelor's
3454;M;76;1.5;Master's
3455;M;50;1.99;None
3456;M;76;1.73;High School
3457;F;74;1.56;High School
3458;F;20;1.98;PhD
3459;M;34;1.61;High School
3460;F;22;1.62;None
3461;M;75;1.88;High School
3462;M;47;1.86;High School
3463;M;24;1.59;Bachelor's
3464;M;70;1.66;PhD
3465;F;58;1.66;PhD
3466;M;59;1.84;PhD
3467;M;29;2.01;PhD
3468;M;62;1.92;PhD
3469;M;55;1.75;High School
3470;F;44;1.9;PhD
3471;F;48;1.72;PhD
3472;M;61;1.76;None
3473;M;45;1.47;High School
3474;M;70;1.76;Elementary
3475;F;40;2;Bachelor's
3476;M;26;1.49;Master's
3477;M;24;2.01;None
3478;F;28;1.67;High School
3479;F;49;1.65;Master's
3480;M;70;1.75;Bachelor's
3481;M;76;1.76;High School
3482;M;44;1.97;None
3483;M;39;1.48;High School
3484;M;47;1.91;PhD
3485;M;23;1.51;High School
3486;M;75;1.76;None
3487;M;59;1.89;Master's
3488;M;71;1.64;High School
3489;M;48;1.54;Bachelor's
3490;F;24;1.79;Master's
3491;M;66;1.64;PhD
3492;M;72;1.49;Elementary
3493;F;49;1.47;Elementary
3494;M;44;1.61;High School
3495;M;49;2;Bachelor's
3496;F;37;1.82;Master's
3497;F;69;1.96;None
3498;F;54;1.57;Bachelor's
3499;M;30;1.79;High School
3500;M;55;1.67;High School
3501;M;19;1.75;None
3502;F;18;1.54;Bachelor's
3503;M;24;2.01;High School
3504;M;60;1.88;Bachelor's
3505;M;66;1.74;Bachelor's
3506;M;62;1.96;Elementary
3507;F;50;1.56;None
3508;F;70;1.81;None
3509;M;18;1.89;Master's
3510;M;21;1.67;Master's
3511;F;55;1.96;Bachelor's
3512;F;35;2.01;None
3513;M;72;1.77;None
3514;M;19;1.75;PhD
3515;F;76;1.56;PhD
3516;F;45;1.85;PhD
3517;M;57;1.93;Bachelor's
3518;F;29;1.72;PhD
3519;F;74;1.7;Bachelor's
3520;M;38;1.66;Bachelor's
3521;F;41;1.53;High School
3522;M;75;1.78;High School
3523;F;73;1.59;Bachelor's
3524;M;47;1.69;High School
3525;F;22;1.71;Master's
3526;F;59;1.62;High School
3527;M;64;1.63;Bachelor's
3528;M;71;1.54;None
3529;F;29;1.88;Elementary
3530;M;34;1.78;Bachelor's
3531;M;74;1.94;PhD
3532;F;50;1.88;None
3533;F;60;1.93;Bachelor's
3534;M;37;1.61;High School
3535;F;56;1.69;Master's
3536;F;47;1.5;Master's
3537;F;53;1.52;High School
3538;F;25;1.46;PhD
3539;F;74;1.8;Master's
3540;F;60;1.76;None
3541;M;59;1.47;None
3542;M;53;1.96;None
3543;F;66;1.5;High School
3544;M;54;1.47;Master's
3545;M;63;1.56;PhD
3546;F;26;1.95;PhD
3547;F;64;1.77;Elementary
3548;F;18;1.74;PhD
3549;F;51;1.59;None
3550;F;69;1.52;Elementary
3551;M;28;1.91;Bachelor's
3552;M;32;1.63;None
3553;M;70;1.95;Elementary
3554;M;35;1.58;Bachelor's
3555;F;22;1.53;Bachelor's
3556;M;32;1.53;None
3557;F;18;1.91;Master's
3558;F;58;1.92;None
3559;F;29;1.75;Master's
3560;F;75;1.74;Elementary
3561;M;74;1.99;Elementary
3562;F;61;1.49;None
3563;M;44;1.59;Master's
3564;F;18;1.83;Master's
3565;M;40;1.59;Master's
3566;M;68;1.53;None
3567;F;28;1.81;High School
3568;F;49;2;PhD
3569;F;28;1.97;Bachelor's
3570;M;18;1.63;Bachelor's
3571;F;49;1.77;Elementary
3572;M;36;1.65;PhD
3573;M;65;1.89;Bachelor's
3574;M;30;1.83;Elementary
3575;M;20;1.69;High School
3576;M;49;1.88;Master's
3577;F;26;1.74;PhD
3578;M;26;1.62;PhD
3579;F;61;1.93;High School
3580;F;22;1.52;PhD
3581;F;71;1.49;Bachelor's
3582;M;30;1.75;High School
3583;M;66;1.49;Master's
3584;F;53;1.61;Master's
3585;M;64;1.82;High School
3586;M;60;1.46;Bachelor's
3587;M;23;1.72;Master's
3588;F;69;1.46;Bachelor's
3589;F;65;1.81;Bachelor's
3590;M;31;1.99;None
3591;F;63;1.61;Elementary
3592;F;22;1.77;None
3593;F;64;1.46;Bachelor's
3594;M;43;1.87;Master's
3595;M;36;1.95;PhD
3596;F;69;1.78;None
3597;F;41;1.9;None
3598;M;74;1.92;Master's
3599;M;29;1.99;Master's
3600;M;29;2;High School
3601;M;43;1.73;Master's
3602;F;70;1.56;Elementary
3603;M;51;1.67;High School
3604;F;62;1.72;Bachelor's
3605;M;52;1.98;Master's
3606;M;60;1.77;PhD
3607;F;68;2;Master's
3608;F;30;1.54;High School
3609;F;36;1.92;High School
3610;F;71;1.91;Master's
3611;M;67;1.85;Master's
3612;F;64;1.5;None
3613;F;75;1.97;Master's
3614;M;54;2.01;High School
3615;M;58;1.88;Elementary
3616;F;37;1.76;Master's
3617;M;56;1.61;Master's
3618;M;18;1.57;Bachelor's
3619;F;20;1.69;Master's
3620;M;67;1.72;PhD
3621;M;64;1.71;Elementary
3622;F;62;1.47;PhD
3623;M;50;1.88;Bachelor's
3624;M;33;1.97;None
3625;F;69;1.68;Elementary
3626;M;37;1.46;PhD
3627;F;69;1.55;High School
3628;F;42;1.58;Bachelor's
3629;F;53;1.46;High School
3630;M;72;1.46;High School
3631;M;45;1.85;PhD
3632;M;73;1.95;High School
3633;F;54;1.73;None
3634;M;18;1.57;Master's
3635;F;38;1.91;PhD
3636;F;76;1.74;Bachelor's
3637;F;68;1.63;Bachelor's
3638;M;40;1.54;Bachelor's
3639;M;74;2.01;Elementary
3640;F;65;1.62;Elementary
3641;F;45;1.88;None
3642;F;44;1.96;Bachelor's
3643;M;37;1.66;Bachelor's
3644;F;67;1.74;Elementary
3645;M;40;1.85;Bachelor's
3646;F;70;1.57;High School
3647;F;54;1.83;PhD
3648;M;38;1.48;Master's
3649;F;34;2.01;High School
3650;F;36;1.87;High School
3651;M;34;1.7;High School
3652;F;57;1.96;Bachelor's
3653;M;21;1.55;Master's
3654;M;57;1.5;High School
3655;F;52;1.81;Master's
3656;M;28;1.98;None
3657;F;57;1.76;PhD
3658;F;45;2.01;PhD
3659;F;66;1.6;High School
3660;M;33;1.81;Elementary
3661;M;22;1.96;PhD
3662;F;32;1.65;Master's
3663;M;36;1.7;PhD
3664;M;39;1.72;None
3665;M;30;1.78;Master's
3666;F;37;1.83;Elementary
3667;M;32;1.54;High School
3668;M;48;1.56;Bachelor's
3669;M;25;2;None
3670;F;74;1.59;Elementary
3671;M;55;1.78;PhD
3672;M;45;1.73;Master's
3673;F;41;1.57;Master's
3674;F;20;1.62;Master's
3675;M;75;1.8;Elementary
3676;M;63;1.69;High School
3677;M;37;1.53;Master's
3678;F;53;1.48;None
3679;F;51;1.7;Elementary
3680;M;21;1.47;Bachelor's
3681;F;52;1.52;Elementary
3682;F;53;1.85;Bachelor's
3683;F;21;1.54;Master's
3684;F;19;1.96;None
3685;F;29;1.95;High School
3686;F;68;1.68;PhD
3687;M;70;1.52;Bachelor's
3688;M;52;1.98;PhD
3689;F;52;1.56;None
3690;M;21;1.91;Elementary
3691;M;74;1.96;Bachelor's
3692;M;70;1.81;Master's
3693;M;53;1.98;Elementary
3694;M;26;1.75;High School
3695;F;20;1.87;None
3696;F;33;1.86;Master's
3697;M;29;1.65;High School
3698;M;18;2;Master's
3699;M;36;1.92;High School
3700;F;54;1.74;Master's
3701;M;39;1.88;Elementary
3702;M;71;1.87;Bachelor's
3703;F;18;1.72;None
3704;F;43;1.57;Elementary
3705;F;70;1.93;Master's
3706;M;42;1.78;Master's
3707;F;59;1.96;Elementary
3708;F;44;1.99;Elementary
3709;F;69;1.69;Elementary
3710;M;21;1.55;Elementary
3711;F;76;1.53;Bachelor's
3712;F;34;1.57;Bachelor's
3713;M;57;1.92;None
3714;F;42;1.92;High School
3715;M;53;1.76;Bachelor's
3716;F;37;1.74;PhD
3717;M;20;1.86;Elementary
3718;F;38;1.8;Master's
3719;M;32;1.87;None
3720;F;21;1.62;High School
3721;M;42;1.95;Master's
3722;M;25;1.79;None
3723;M;26;1.68;Bachelor's
3724;M;71;1.61;Master's
3725;M;62;1.97;Elementary
3726;M;57;1.49;High School
3727;M;65;1.48;None
3728;F;41;1.79;High School
3729;M;74;1.61;Bachelor's
3730;F;56;2;None
3731;F;43;1.79;Elementary
3732;M;24;1.47;High School
3733;F;28;1.5;None
3734;M;30;1.48;PhD
3735;M;55;1.47;Bachelor's
3736;F;33;1.58;Bachelor's
3737;M;22;1.87;Bachelor's
3738;F;73;1.7;High School
3739;M;28;1.84;Master's
3740;F;51;1.9;None
3741;M;61;1.64;Elementary
3742;F;47;1.97;Bachelor's
3743;M;67;1.97;Elementary
3744;F;47;1.64;Elementary
3745;F;33;1.67;PhD
3746;M;65;1.86;High School
3747;M;74;1.66;Elementary
3748;M;63;1.64;Elementary
3749;F;62;1.72;Master's
3750;F;22;1.91;PhD
3751;M;61;1.85;Elementary
3752;F;47;1.99;None
3753;M;23;1.86;None
3754;F;61;1.74;Master's
3755;M;40;1.81;Master's
3756;M;73;1.86;PhD
3757;F;75;1.93;High School
3758;M;53;1.91;Master's
3759;F;58;1.58;PhD
3760;M;51;1.5;High School
